vendorId,batchId,productId,initialPH,hoursSinceManufacture,hasRefrigerator,storageType,ambientTemperatureC,humidityPct,fridgeTemperatureC,hoursOnShelf,sellThroughRate,effectiveTemperatureExposure,hoursToExpiry,volumeKg,vendorRating,riskLabel
V109,B20634,Combo_Pack,4.462,12.5,0,counter,31.5,80.6,-1.0,4.3,0.85,393.7,35.5,5,3.89,High
V110,B20635,Idly_Batter,4.463,89.2,1,counter,32.4,70.0,7.1,27.3,0.27,635.3,126.8,1,4.6,High
V111,B20636,Idly_Batter,4.429,7.9,0,backroom,32.0,51.9,-1.0,0.9,0.98,251.6,40.1,1,4.33,High
V112,B20637,Dosa_Batter,4.416,38.2,0,counter,33.1,89.2,-1.0,6.5,0.18,1263.8,9.8,5,4.06,High
V113,B20638,Dosa_Batter,4.433,72.9,1,backroom,26.9,56.4,7.1,31.5,0.28,514.5,143.1,5,3.85,High
V114,B20639,Dosa_Batter,4.46,47.0,0,counter,29.3,59.6,-1.0,18.9,0.2,1377.1,1.0,1,3.95,High
V115,B20640,Idly_Batter,4.452,14.9,0,backroom,28.0,87.2,-1.0,9.8,0.32,417.2,33.1,10,4.62,High
V116,B20641,Idly_Batter,4.489,87.1,1,counter,26.4,66.4,5.4,0.9,0.52,473.3,128.9,1,4.36,High
V117,B20642,Dosa_Batter,4.446,91.2,1,backroom,31.9,71.6,5.4,80.0,0.48,493.4,124.8,10,5.0,High
V118,B20643,Dosa_Batter,4.485,23.0,0,counter,27.6,62.0,-1.0,17.5,0.43,633.2,25.0,5,4.43,High
V119,B20644,Idly_Batter,4.503,90.1,0,counter,30.9,73.4,-1.0,3.1,0.42,2783.3,0.0,1,3.7,High
V120,B20645,Combo_Pack,4.464,9.9,1,counter,27.5,77.6,3.6,8.9,0.28,35.4,206.1,5,4.14,Low
V121,B20646,Combo_Pack,4.461,8.0,0,counter,28.2,90.3,-1.0,6.8,0.21,224.9,40.0,5,4.24,High
V122,B20647,Combo_Pack,4.418,5.2,1,counter,33.4,73.2,3.8,2.2,0.37,19.9,210.8,10,4.02,Low
V123,B20648,Dosa_Batter,4.437,1.7,0,backroom,32.9,76.7,-1.0,0.5,0.22,55.4,46.3,10,4.36,Medium
V124,B20649,Dosa_Batter,4.491,41.7,1,fridge,30.8,73.7,5.4,35.3,0.36,226.6,174.3,1,4.47,High
V100,B20650,Dosa_Batter,4.492,15.6,1,counter,31.8,78.4,2.8,1.0,0.66,42.8,200.4,5,3.9,Low
V101,B20651,Combo_Pack,4.465,9.1,0,counter,27.9,74.3,-1.0,8.6,0.71,252.6,38.9,10,4.8,High
V102,B20652,Dosa_Batter,4.462,66.8,0,counter,28.1,84.4,-1.0,48.4,0.56,1875.4,0.0,10,3.95,High
V103,B20653,Idly_Batter,4.461,37.8,0,counter,31.1,73.6,-1.0,10.8,0.31,1175.1,10.2,2,4.29,High
V104,B20654,Combo_Pack,4.449,87.2,1,counter,33.7,57.8,3.5,26.5,0.62,302.0,128.8,2,4.1,High
V105,B20655,Idly_Batter,4.48,91.9,0,counter,32.8,77.2,-1.0,2.0,0.2,3017.2,0.0,1,3.45,High
V106,B20656,Idly_Batter,4.446,58.4,0,backroom,33.3,79.3,-1.0,3.9,0.06,1947.3,0.0,2,5.0,High
V107,B20657,Idly_Batter,4.514,79.8,0,counter,27.5,64.3,-1.0,71.0,0.33,2197.0,0.0,1,3.41,High
V108,B20658,Dosa_Batter,4.47,76.0,0,backroom,31.1,67.4,-1.0,41.8,0.85,2368.6,0.0,2,4.81,High
V109,B20659,Dosa_Batter,4.448,69.9,1,fridge,28.8,76.1,4.7,0.8,0.81,331.5,146.1,5,4.31,High
V110,B20660,Idly_Batter,4.45,95.8,0,backroom,35.9,69.9,-1.0,28.0,0.54,3440.2,0.0,5,3.81,High
V111,B20661,Dosa_Batter,4.456,48.0,0,backroom,32.3,69.2,-1.0,30.4,0.58,1551.3,0.0,1,4.35,High
V112,B20662,Combo_Pack,4.429,27.3,1,counter,25.0,92.0,5.1,5.0,0.29,140.2,188.7,10,4.14,Medium
V113,B20663,Combo_Pack,4.452,14.7,1,backroom,32.6,82.4,3.3,10.8,0.28,48.2,201.3,10,3.76,Low
V114,B20664,Combo_Pack,4.469,66.9,0,backroom,33.2,66.3,-1.0,16.7,0.07,2219.9,0.0,10,4.61,High
V115,B20665,Idly_Batter,4.514,56.2,0,backroom,31.9,71.6,-1.0,47.0,0.22,1791.8,0.0,5,4.49,High
V116,B20666,Idly_Batter,4.436,56.3,0,counter,28.9,91.0,-1.0,47.5,0.52,1626.5,0.0,1,4.31,High
V117,B20667,Dosa_Batter,4.441,91.8,0,backroom,27.4,68.0,-1.0,31.3,0.84,2518.4,0.0,2,4.98,High
V118,B20668,Dosa_Batter,4.478,15.1,1,counter,28.2,51.7,6.5,14.9,0.47,98.8,200.9,10,3.29,Medium
V119,B20669,Combo_Pack,4.415,77.4,0,counter,33.5,65.2,-1.0,60.6,0.13,2594.7,0.0,2,4.79,High
V120,B20670,Dosa_Batter,4.464,55.0,1,backroom,33.6,68.2,3.4,37.4,0.89,187.7,161.0,1,4.7,High
V121,B20671,Combo_Pack,4.451,91.5,1,fridge,28.9,64.6,4.6,42.0,0.92,422.9,124.5,2,4.04,High
V122,B20672,Dosa_Batter,4.489,52.1,1,backroom,30.5,75.0,6.4,48.3,0.18,333.3,163.9,1,4.41,High
V123,B20673,Idly_Batter,4.411,41.6,0,backroom,26.3,84.0,-1.0,20.6,0.52,1095.8,6.4,1,3.82,High
V124,B20674,Dosa_Batter,4.447,81.4,0,counter,30.2,69.7,-1.0,4.5,0.77,2454.7,0.0,10,4.34,High
V100,B20675,Idly_Batter,4.478,30.3,1,counter,26.5,62.6,3.2,6.0,0.23,97.6,185.7,1,3.92,Medium
V101,B20676,Dosa_Batter,4.482,90.4,0,counter,34.8,68.1,-1.0,82.9,0.11,3147.9,0.0,5,4.76,High
V102,B20677,Idly_Batter,4.476,52.0,0,backroom,29.7,79.4,-1.0,51.2,0.55,1543.8,0.0,5,4.23,High
V103,B20678,Idly_Batter,4.397,18.5,0,counter,32.4,72.3,-1.0,14.9,0.98,599.8,29.5,2,3.86,High
V104,B20679,Idly_Batter,4.427,36.7,1,counter,34.0,91.1,5.9,26.8,0.56,214.7,179.3,1,4.48,High
V105,B20680,Combo_Pack,4.44,0.4,1,fridge,29.4,90.4,3.5,0.1,0.37,1.5,215.6,1,4.99,Low
V106,B20681,Idly_Batter,4.445,43.0,1,counter,31.6,55.4,4.9,21.9,0.51,211.1,173.0,2,4.38,High
V107,B20682,Combo_Pack,4.428,22.8,1,backroom,30.6,66.0,5.4,11.4,0.38,124.1,193.2,10,4.04,Medium
V108,B20683,Combo_Pack,4.542,87.0,1,fridge,30.8,57.2,5.3,21.4,0.62,461.7,129.0,5,4.77,High
V109,B20684,Idly_Batter,4.511,88.0,0,counter,32.3,75.3,-1.0,29.6,0.73,2841.8,0.0,5,3.53,High
V110,B20685,Idly_Batter,4.517,66.7,0,counter,32.1,95.0,-1.0,28.6,0.53,2142.6,0.0,1,4.14,High
V111,B20686,Combo_Pack,4.552,1.3,1,counter,31.9,60.8,5.8,0.2,0.49,7.3,214.7,1,4.96,Low
V112,B20687,Dosa_Batter,4.483,63.7,0,counter,30.2,68.9,-1.0,13.6,0.14,1921.5,0.0,1,3.96,High
V113,B20688,Combo_Pack,4.468,38.2,0,backroom,31.3,71.1,-1.0,10.0,0.58,1197.4,9.8,1,3.55,High
V114,B20689,Idly_Batter,4.479,31.4,0,counter,34.3,60.2,-1.0,26.5,0.5,1074.2,16.6,2,3.97,High
V115,B20690,Dosa_Batter,4.446,44.0,1,backroom,30.5,71.3,4.2,38.4,0.35,182.7,172.0,10,3.2,High
V116,B20691,Dosa_Batter,4.445,66.5,1,backroom,28.7,73.8,6.7,29.1,0.23,448.7,149.5,1,4.23,High
V117,B20692,Dosa_Batter,4.453,51.9,0,backroom,29.7,65.9,-1.0,44.7,0.27,1539.1,0.0,1,3.79,High
V118,B20693,Dosa_Batter,4.444,93.1,0,counter,28.3,70.0,-1.0,58.6,0.26,2630.7,0.0,1,4.51,High
V119,B20694,Combo_Pack,4.461,26.5,1,backroom,27.9,56.0,5.6,6.6,0.1,149.9,189.5,1,4.51,Medium
V120,B20695,Idly_Batter,4.418,37.2,1,counter,29.7,63.0,4.9,34.8,0.64,181.3,178.8,2,4.27,High
V121,B20696,Combo_Pack,4.462,86.1,0,backroom,30.5,84.2,-1.0,64.2,0.66,2625.6,0.0,10,3.91,High
V122,B20697,Idly_Batter,4.43,48.8,0,backroom,31.1,69.9,-1.0,18.0,0.42,1518.9,0.0,1,4.72,High
V123,B20698,Idly_Batter,4.482,64.6,1,fridge,29.1,72.1,7.0,0.0,0.78,452.2,151.4,2,4.24,High
V124,B20699,Idly_Batter,4.482,49.7,1,backroom,34.6,59.7,6.3,29.9,0.48,315.5,166.3,5,4.76,High
V100,B20700,Idly_Batter,4.451,64.5,0,counter,39.4,84.3,-1.0,19.9,0.08,2541.6,0.0,2,3.87,High
V101,B20701,Combo_Pack,4.454,85.5,1,backroom,33.2,50.6,5.8,63.5,0.63,492.2,130.5,2,3.84,High
V102,B20702,Idly_Batter,4.482,86.5,0,backroom,31.0,93.0,-1.0,84.0,0.37,2682.5,0.0,5,3.94,High
V103,B20703,Dosa_Batter,4.392,95.5,1,counter,29.6,58.3,2.7,45.3,0.54,254.5,120.5,5,4.21,High
V104,B20704,Combo_Pack,4.481,39.0,1,backroom,34.8,78.8,4.9,27.3,0.68,189.9,177.0,10,4.37,High
V105,B20705,Combo_Pack,4.496,47.6,0,backroom,30.3,62.1,-1.0,41.4,0.42,1444.7,0.4,10,4.19,High
V106,B20706,Combo_Pack,4.491,57.5,1,backroom,28.2,53.5,2.0,15.3,0.39,115.0,158.5,1,4.63,Medium
V107,B20707,Dosa_Batter,4.415,9.7,0,backroom,33.8,71.6,-1.0,5.1,0.72,328.6,38.3,2,3.91,High
V108,B20708,Dosa_Batter,4.457,14.1,0,counter,30.6,89.7,-1.0,11.8,0.46,431.1,33.9,10,4.91,High
V109,B20709,Dosa_Batter,4.445,52.1,0,counter,31.2,66.1,-1.0,37.9,0.17,1626.3,0.0,10,3.59,High
V110,B20710,Combo_Pack,4.462,42.9,1,fridge,30.1,91.5,3.3,19.9,0.24,141.8,173.1,2,3.98,High
V111,B20711,Dosa_Batter,4.488,79.1,1,counter,29.9,77.3,3.5,37.6,0.37,275.7,136.9,5,4.43,High
V112,B20712,Dosa_Batter,4.389,1.9,1,fridge,27.9,85.9,7.1,1.0,0.35,13.2,214.1,5,4.54,Low
V113,B20713,Dosa_Batter,4.442,31.0,0,backroom,33.3,86.3,-1.0,17.7,0.1,1033.3,17.0,1,5.0,High
V114,B20714,Dosa_Batter,4.464,52.6,1,counter,28.3,63.4,6.9,51.7,0.67,362.9,163.4,5,3.98,High
V115,B20715,Dosa_Batter,4.405,94.4,1,fridge,28.7,86.1,5.4,36.1,0.72,513.7,121.6,5,4.82,High
V116,B20716,Combo_Pack,4.461,34.1,1,backroom,32.1,58.9,4.6,24.8,0.57,156.0,181.9,1,4.01,High
V117,B20717,Dosa_Batter,4.438,63.3,1,counter,33.9,73.5,3.7,42.5,0.59,235.2,152.7,2,3.84,High
V118,B20718,Idly_Batter,4.46,52.4,1,backroom,27.4,69.1,4.6,48.4,0.46,241.8,163.6,5,3.96,High
V119,B20719,Idly_Batter,4.441,39.2,0,counter,34.1,68.3,-1.0,3.5,0.86,1338.1,8.8,1,4.27,High
V120,B20720,Idly_Batter,4.475,70.5,1,counter,29.9,70.6,4.1,5.9,0.81,291.2,145.5,2,4.05,High
V121,B20721,Combo_Pack,4.431,93.8,0,counter,30.2,60.5,-1.0,25.8,0.53,2836.6,0.0,1,4.31,High
V122,B20722,Combo_Pack,4.476,89.7,1,counter,32.9,51.9,4.9,32.8,0.49,439.7,126.3,1,4.73,High
V123,B20723,Combo_Pack,4.408,49.4,0,backroom,33.5,78.7,-1.0,14.1,0.92,1654.3,0.0,10,4.66,High
V124,B20724,Idly_Batter,4.416,14.9,0,counter,27.4,64.5,-1.0,14.0,0.24,409.0,33.1,5,4.04,High
V100,B20725,Idly_Batter,4.444,1.5,0,backroom,33.7,79.9,-1.0,0.5,0.26,50.2,46.5,1,4.79,Medium
V101,B20726,Dosa_Batter,4.425,80.5,0,backroom,23.3,69.9,-1.0,63.9,0.85,1875.8,0.0,5,4.18,High
V102,B20727,Idly_Batter,4.472,36.5,1,backroom,31.2,62.6,5.1,8.0,0.67,187.9,179.5,2,3.95,High
V103,B20728,Combo_Pack,4.451,7.7,0,counter,30.9,78.1,-1.0,5.3,0.34,237.1,40.3,10,4.27,High
V104,B20729,Combo_Pack,4.452,11.1,0,backroom,36.8,49.7,-1.0,10.0,0.83,407.6,36.9,5,4.3,High
V105,B20730,Dosa_Batter,4.444,72.9,0,counter,29.0,75.0,-1.0,0.9,0.1,2112.7,0.0,2,4.82,High
V106,B20731,Idly_Batter,4.483,77.8,0,backroom,32.3,53.2,-1.0,27.2,0.69,2516.8,0.0,10,3.91,High
V107,B20732,Combo_Pack,4.412,53.9,0,counter,30.6,89.3,-1.0,10.4,0.78,1651.2,0.0,1,4.06,High
V108,B20733,Combo_Pack,4.41,95.0,1,backroom,33.5,72.5,5.0,73.1,0.52,471.7,121.0,10,4.78,High
V109,B20734,Idly_Batter,4.42,68.0,0,counter,34.0,70.5,-1.0,2.0,0.3,2314.7,0.0,2,4.08,High
V110,B20735,Idly_Batter,4.405,94.3,1,fridge,28.6,65.5,4.6,37.3,0.58,431.0,121.7,2,4.12,High
V111,B20736,Idly_Batter,4.51,70.3,0,counter,30.5,41.1,-1.0,57.0,0.13,2146.4,0.0,2,4.16,High
V112,B20737,Dosa_Batter,4.442,55.5,1,counter,34.5,67.7,6.8,33.9,0.71,379.8,160.5,10,4.53,High
V113,B20738,Combo_Pack,4.424,74.7,0,backroom,30.0,84.6,-1.0,49.9,0.48,2242.6,0.0,2,4.49,High
V114,B20739,Idly_Batter,4.436,24.5,0,backroom,33.8,77.2,-1.0,9.9,0.51,827.8,23.5,2,4.19,High
V115,B20740,Idly_Batter,4.475,16.9,0,counter,29.4,62.9,-1.0,8.9,0.15,496.3,31.1,2,4.67,High
V116,B20741,Idly_Batter,4.488,18.5,0,counter,28.9,58.5,-1.0,8.6,0.57,534.4,29.5,10,4.35,High
V117,B20742,Idly_Batter,4.427,68.9,0,backroom,31.0,78.0,-1.0,58.4,0.6,2138.4,0.0,5,3.88,High
V118,B20743,Dosa_Batter,4.436,13.2,0,counter,31.4,82.9,-1.0,11.5,0.48,414.6,34.8,2,3.46,High
V119,B20744,Idly_Batter,4.469,22.8,0,counter,22.0,75.7,-1.0,16.6,0.34,502.6,25.2,2,4.17,High
V120,B20745,Combo_Pack,4.438,16.2,0,counter,35.4,68.4,-1.0,10.0,0.36,572.5,31.8,5,4.11,High
V121,B20746,Idly_Batter,4.474,55.0,0,backroom,26.5,71.0,-1.0,29.1,0.31,1457.7,0.0,5,4.21,High
V122,B20747,Dosa_Batter,4.396,43.5,0,backroom,30.8,70.1,-1.0,14.3,0.7,1340.8,4.5,5,4.34,High
V123,B20748,Idly_Batter,4.422,30.0,1,fridge,29.7,72.2,3.7,1.9,0.62,111.8,186.0,1,3.5,Medium
V124,B20749,Idly_Batter,4.454,41.1,1,counter,32.5,60.1,5.5,22.5,0.75,227.3,174.9,5,4.01,High
V100,B20750,Combo_Pack,4.503,23.8,0,backroom,23.7,87.4,-1.0,8.9,0.57,564.3,24.2,10,4.5,High
V101,B20751,Dosa_Batter,4.42,53.4,1,counter,34.8,84.8,6.7,45.4,0.32,356.7,162.6,5,4.65,High
V102,B20752,Combo_Pack,4.475,92.4,0,counter,30.6,61.3,-1.0,25.9,0.65,2831.1,0.0,10,3.5,High
V103,B20753,Combo_Pack,4.45,92.5,1,fridge,32.5,74.1,2.6,74.7,0.1,240.3,123.5,2,4.74,High
V104,B20754,Combo_Pack,4.489,91.3,1,backroom,31.9,73.8,3.1,76.8,0.47,282.0,124.7,2,4.36,High
V105,B20755,Dosa_Batter,4.498,80.8,1,fridge,28.4,73.0,4.5,21.4,0.66,359.9,135.2,5,4.27,High
V106,B20756,Combo_Pack,4.48,68.7,0,backroom,30.9,62.6,-1.0,45.6,0.42,2121.0,0.0,5,4.09,High
V107,B20757,Dosa_Batter,4.464,58.1,1,backroom,25.9,65.2,8.5,32.6,0.43,494.4,157.9,5,3.81,High
V108,B20758,Combo_Pack,4.491,54.3,1,fridge,31.1,69.6,6.1,46.6,0.54,328.9,161.7,5,3.8,High
V109,B20759,Idly_Batter,4.508,80.8,1,backroom,30.1,75.4,7.9,22.1,0.45,639.5,135.2,2,3.87,High
V110,B20760,Dosa_Batter,4.474,1.4,0,counter,33.0,71.8,-1.0,0.7,0.23,44.6,46.6,1,3.82,Medium
V111,B20761,Idly_Batter,4.477,92.7,1,counter,26.2,83.9,5.1,73.7,0.93,471.5,123.3,5,3.66,High
V112,B20762,Idly_Batter,4.46,28.4,1,counter,36.4,60.2,6.7,18.8,0.57,191.7,187.6,2,4.6,High
V113,B20763,Combo_Pack,4.49,63.6,1,backroom,33.5,89.3,4.7,51.2,0.73,298.2,152.4,10,3.64,High
V114,B20764,Idly_Batter,4.443,25.0,0,counter,28.5,63.0,-1.0,9.9,0.27,713.9,23.0,10,4.63,High
V115,B20765,Dosa_Batter,4.449,72.4,0,counter,30.1,64.1,-1.0,70.8,0.51,2180.4,0.0,10,4.04,High
V116,B20766,Dosa_Batter,4.472,18.5,0,counter,25.2,60.4,-1.0,8.0,0.33,466.9,29.5,10,3.81,High
V117,B20767,Idly_Batter,4.425,28.8,1,fridge,29.2,76.0,5.0,15.1,0.5,142.8,187.2,1,4.41,Medium
V118,B20768,Idly_Batter,4.443,9.0,0,backroom,36.1,73.5,-1.0,5.1,0.39,324.3,39.0,2,4.03,High
V119,B20769,Combo_Pack,4.451,40.6,1,fridge,30.9,56.7,5.7,21.4,0.57,231.8,175.4,2,4.03,High
V120,B20770,Dosa_Batter,4.462,77.3,1,backroom,34.2,52.8,5.2,35.7,0.87,401.6,138.7,10,3.99,High
V121,B20771,Dosa_Batter,4.411,93.2,0,counter,25.0,77.3,-1.0,80.2,0.34,2333.1,0.0,5,4.0,High
V122,B20772,Idly_Batter,4.435,0.9,1,counter,25.5,68.4,2.1,0.5,0.38,2.0,215.1,2,3.62,Low
V123,B20773,Idly_Batter,4.468,35.8,1,fridge,34.3,89.1,4.2,4.0,0.27,149.2,180.2,5,4.54,High
V124,B20774,Combo_Pack,4.484,15.9,0,counter,34.1,70.4,-1.0,15.5,0.41,541.5,32.1,1,4.3,High
V100,B20775,Idly_Batter,4.44,7.8,1,fridge,30.0,53.6,7.2,7.7,0.87,56.1,208.2,2,3.94,Low
V101,B20776,Combo_Pack,4.492,26.0,1,backroom,34.3,63.1,7.4,19.1,0.5,193.4,190.0,5,3.99,High
V102,B20777,Idly_Batter,4.421,35.7,0,counter,35.2,59.7,-1.0,28.9,0.9,1253.4,12.3,10,4.33,High
V103,B20778,Dosa_Batter,4.46,44.0,0,counter,30.1,72.8,-1.0,19.5,0.71,1324.5,4.0,1,4.41,High
V104,B20779,Dosa_Batter,4.448,92.6,1,fridge,37.0,88.9,9.0,58.8,0.37,834.0,123.4,10,4.21,High
V105,B20780,Dosa_Batter,4.444,17.8,1,counter,29.5,63.7,7.5,7.1,0.54,133.7,198.2,5,4.22,Medium
V106,B20781,Dosa_Batter,4.462,28.0,0,backroom,29.8,81.7,-1.0,22.3,0.54,833.3,20.0,10,4.19,High
V107,B20782,Idly_Batter,4.465,62.0,0,counter,29.8,63.5,-1.0,60.2,0.32,1844.2,0.0,1,4.33,High
V108,B20783,Idly_Batter,4.428,30.8,1,counter,34.9,75.0,7.0,7.1,0.47,214.6,185.2,1,4.55,High
V109,B20784,Dosa_Batter,4.5,19.0,1,backroom,30.9,74.0,4.2,11.7,0.11,79.2,197.0,1,4.68,Medium
V110,B20785,Combo_Pack,4.457,88.8,0,backroom,33.5,68.9,-1.0,32.3,0.66,2974.8,0.0,2,4.52,High
V111,B20786,Idly_Batter,4.503,36.6,1,backroom,29.7,67.7,5.5,11.7,0.29,199.4,179.4,10,4.5,High
V112,B20787,Combo_Pack,4.462,79.5,1,counter,29.5,66.2,7.5,23.2,0.44,599.5,136.5,10,4.25,High
V113,B20788,Dosa_Batter,4.483,68.6,1,counter,30.7,62.1,3.1,32.1,0.42,212.6,147.4,2,3.81,High
V114,B20789,Idly_Batter,4.458,10.7,1,backroom,30.8,95.0,7.8,5.6,0.65,83.0,205.3,2,4.4,Medium
V115,B20790,Idly_Batter,4.423,35.9,1,fridge,31.6,59.0,3.8,28.3,0.53,138.3,180.1,2,3.7,Medium
V116,B20791,Idly_Batter,4.441,6.8,0,counter,30.0,65.1,-1.0,2.3,0.27,202.3,41.2,2,3.72,High
V117,B20792,Combo_Pack,4.442,24.5,1,backroom,27.8,71.9,5.9,19.7,0.92,144.3,191.5,10,4.2,Medium
V118,B20793,Dosa_Batter,4.434,66.4,1,counter,29.4,84.7,5.6,8.8,0.3,371.3,149.6,1,4.23,High
V119,B20794,Combo_Pack,4.444,40.3,1,fridge,30.7,70.2,3.2,36.5,0.17,131.0,175.7,2,4.44,Medium
V120,B20795,Dosa_Batter,4.467,19.6,0,counter,32.6,58.9,-1.0,9.3,0.69,639.5,28.4,2,4.45,High
V121,B20796,Dosa_Batter,4.485,59.1,0,counter,31.2,72.6,-1.0,8.3,0.5,1842.8,0.0,1,3.79,High
V122,B20797,Dosa_Batter,4.441,62.0,1,counter,30.0,62.6,4.7,52.1,0.58,290.2,154.0,5,4.11,High
V123,B20798,Combo_Pack,4.461,50.8,0,counter,36.0,78.4,-1.0,11.7,0.64,1827.3,0.0,5,3.83,High
V124,B20799,Dosa_Batter,4.444,11.4,1,counter,30.9,54.6,6.1,6.4,0.41,69.9,204.6,1,4.5,Low
V100,B20800,Idly_Batter,4.475,83.7,1,fridge,27.9,81.9,6.5,28.7,0.42,542.9,132.3,10,3.69,High
V101,B20801,Combo_Pack,4.474,1.1,1,counter,30.4,79.5,6.6,0.3,0.68,7.5,214.9,5,4.56,Low
V102,B20802,Idly_Batter,4.486,81.3,0,backroom,28.3,66.7,-1.0,53.2,0.71,2299.0,0.0,10,3.59,High
V103,B20803,Idly_Batter,4.541,75.6,0,counter,29.4,67.4,-1.0,54.4,0.35,2219.5,0.0,5,4.88,High
V104,B20804,Dosa_Batter,4.479,71.6,1,counter,30.5,78.4,3.0,7.9,0.18,212.7,144.4,2,4.17,High
V105,B20805,Idly_Batter,4.452,25.5,0,backroom,25.4,72.1,-1.0,24.1,0.79,647.2,22.5,2,4.26,High
V106,B20806,Idly_Batter,4.458,71.1,1,counter,29.2,59.9,5.8,34.5,0.24,409.2,144.9,5,4.67,High
V107,B20807,Combo_Pack,4.485,73.1,0,backroom,22.2,52.8,-1.0,61.0,0.36,1620.4,0.0,10,4.32,High
V108,B20808,Combo_Pack,4.491,29.7,1,fridge,33.8,72.6,6.8,26.3,0.57,203.2,186.3,2,4.14,High
V109,B20809,Combo_Pack,4.411,59.5,1,fridge,25.8,66.5,3.9,29.3,0.73,229.6,156.5,5,4.09,High
V110,B20810,Idly_Batter,4.464,46.5,1,fridge,29.6,67.9,4.7,32.5,0.77,216.6,169.5,5,3.43,High
V111,B20811,Idly_Batter,4.461,74.5,1,fridge,32.5,68.1,3.6,61.2,0.18,266.2,141.5,1,4.58,High
V112,B20812,Combo_Pack,4.48,56.9,1,counter,32.2,67.3,4.1,31.3,0.4,231.5,159.1,5,4.29,High
V113,B20813,Idly_Batter,4.494,41.3,0,backroom,33.0,68.0,-1.0,19.9,0.05,1362.6,6.7,10,3.69,High
V114,B20814,Combo_Pack,4.515,0.7,0,counter,31.5,83.3,-1.0,0.3,0.55,22.1,47.3,2,4.27,Low
V115,B20815,Idly_Batter,4.453,13.9,1,fridge,28.0,58.1,4.2,7.8,0.28,57.9,202.1,10,3.65,Medium
V116,B20816,Combo_Pack,4.461,66.0,1,fridge,28.2,67.4,4.9,44.1,0.38,326.6,150.0,2,4.4,High
V117,B20817,Combo_Pack,4.43,19.2,0,backroom,29.7,95.0,-1.0,17.4,0.38,571.4,28.8,2,4.01,High
V118,B20818,Combo_Pack,4.463,36.5,1,fridge,33.0,81.1,5.5,21.8,0.58,199.7,179.5,10,4.07,High
V119,B20819,Dosa_Batter,4.481,32.4,1,backroom,32.2,70.5,4.4,20.9,0.32,142.6,183.6,10,4.79,Medium
V120,B20820,Combo_Pack,4.473,55.8,1,fridge,32.5,57.9,2.1,51.0,0.9,117.1,160.2,5,4.31,Medium
V121,B20821,Combo_Pack,4.422,1.3,1,fridge,27.9,61.1,2.0,0.1,0.61,2.7,214.7,10,4.42,Low
V122,B20822,Combo_Pack,4.49,13.8,0,backroom,37.4,66.9,-1.0,3.4,0.31,515.4,34.2,5,3.86,High
V123,B20823,Idly_Batter,4.501,74.7,1,counter,31.6,71.1,8.3,6.6,0.22,619.5,141.3,2,4.56,High
V124,B20824,Idly_Batter,4.463,87.7,0,counter,31.4,63.2,-1.0,4.4,0.18,2751.3,0.0,10,4.23,High
V100,B20825,Combo_Pack,4.48,52.8,0,backroom,28.8,68.8,-1.0,35.1,0.28,1521.9,0.0,2,4.63,High
V101,B20826,Idly_Batter,4.486,5.3,1,backroom,36.1,76.8,7.5,0.8,0.51,40.1,210.7,2,4.25,Low
V102,B20827,Dosa_Batter,4.465,73.0,0,backroom,31.3,43.3,-1.0,67.8,0.79,2281.4,0.0,1,4.23,High
V103,B20828,Idly_Batter,4.457,21.5,1,counter,34.4,72.8,2.7,9.1,0.6,58.5,194.5,2,4.45,Low
V104,B20829,Dosa_Batter,4.43,65.2,1,fridge,32.7,79.9,3.7,31.9,0.22,240.5,150.8,10,4.56,High
V105,B20830,Combo_Pack,4.452,49.2,0,backroom,31.4,84.4,-1.0,45.9,0.76,1544.8,0.0,5,4.62,High
V106,B20831,Dosa_Batter,4.463,3.7,0,counter,31.5,68.0,-1.0,2.7,0.74,115.5,44.3,2,3.58,Medium
V107,B20832,Combo_Pack,4.456,64.1,1,fridge,36.1,71.7,5.3,3.1,0.29,336.7,151.9,10,3.99,High
V108,B20833,Dosa_Batter,4.484,84.0,1,backroom,29.0,74.3,4.3,32.5,0.58,360.2,132.0,10,4.33,High
V109,B20834,Dosa_Batter,4.446,78.8,1,counter,30.3,73.0,2.0,4.0,0.21,157.5,137.2,5,3.72,High
V110,B20835,Dosa_Batter,4.457,61.0,0,backroom,31.1,76.2,-1.0,15.0,0.42,1896.2,0.0,5,4.5,High
V111,B20836,Idly_Batter,4.419,83.1,0,counter,25.9,61.2,-1.0,16.6,0.24,2150.0,0.0,2,4.16,High
V112,B20837,Combo_Pack,4.416,45.9,1,backroom,24.8,66.8,2.0,14.7,0.41,91.8,170.1,10,4.1,Medium
V113,B20838,Idly_Batter,4.481,84.8,0,counter,29.6,82.0,-1.0,5.2,0.26,2507.6,0.0,5,4.0,High
V114,B20839,Idly_Batter,4.423,25.6,1,fridge,30.0,54.6,5.6,21.1,0.61,144.7,190.4,5,4.08,Medium
V115,B20840,Idly_Batter,4.462,88.7,0,counter,34.0,61.7,-1.0,73.9,0.34,3012.5,0.0,10,3.67,High
V116,B20841,Dosa_Batter,4.43,39.9,1,counter,33.3,64.4,6.7,17.8,0.18,266.1,176.1,2,4.58,High
V117,B20842,Combo_Pack,4.47,76.2,1,counter,27.3,70.5,6.2,14.4,0.34,469.3,139.8,1,4.03,High
V118,B20843,Idly_Batter,4.486,86.2,0,counter,31.6,78.8,-1.0,76.5,0.39,2720.0,0.0,10,4.54,High
